date,FEZ Price,EWJ Price,Z-Score,long_size,long_etf
2007-03-06,29.98143196105957,44.81319046020508,0.2812989608949252,-14064948.04474626,nan
2007-03-07,29.924734115600586,44.720985412597656,0.2743782831304909,-13718914.156524545,nan
2007-03-08,30.23091697692871,45.12055206298828,0.2925796359101805,-14628981.795509025,nan
2007-03-09,30.32729148864746,45.15128707885742,0.2797858990931822,-13989294.95465911,nan
2007-03-12,30.39533233642578,45.520118713378906,0.3384127686746738,-16920638.43373369,nan
2007-03-13,29.595895767211914,44.690250396728516,0.3324813433560474,-16624067.16780237,nan
2007-03-14,29.686607360839844,44.29067611694336,0.2369201519064561,-11846007.595322805,nan
2007-03-15,29.8283748626709,44.3214225769043,0.21528113758359269,-10764056.879179634,nan
2007-03-16,29.978187561035156,44.29067611694336,0.18008850970595144,-9004425.485297572,nan
2007-03-19,30.44925880432129,44.782447814941406,0.1841232172573806,-9206160.86286903,nan
2007-03-20,30.710338592529297,45.18201446533203,0.21111557063309389,-10555778.531654695,nan
2007-03-21,31.391389846801758,45.673797607421875,0.17422548816411149,-8711274.408205574,nan
2007-03-22,31.36870574951172,45.735267639160156,0.19062789596624966,-9531394.798312483,nan
2007-03-23,31.544645309448242,45.7967414855957,0.1683174837038413,-8415874.185192065,nan
2007-03-26,31.504907608032227,45.55084991455078,0.12813621299632558,-6406810.649816279,nan
2007-03-27,31.41978645324707,45.3664436340332,0.10878463583958616,-5439231.791979307,nan
2007-03-28,31.13031005859375,45.02833938598633,0.09930662339844673,-4965331.169922337,nan
2007-03-29,31.561660766601562,45.08979797363281,0.027211273223503852,-1360563.6611751926,nan
2007-03-30,31.584367752075195,44.782447814941406,-0.03711987652652446,1855993.8263262229,nan
2007-04-02,31.748966217041016,44.53657150268555,-0.1171251569117095,5856257.845585475,nan
2007-04-03,32.09516906738281,44.905399322509766,-0.1127153438669244,5635767.19334622,nan
2007-04-04,32.27680206298828,45.243499755859375,-0.08221841220987668,4110920.6104938337,nan
2007-04-05,32.571929931640625,45.12055206298828,-0.16370515482600662,8185257.7413003305,nan
2007-04-09,32.45273208618164,45.0590705871582,-0.15245570762189292,7622785.381094646,nan
2007-04-10,32.78190612792969,45.21275329589844,-0.18666057009235207,9333028.504617603,nan
2007-04-11,32.6173210144043,45.02833938598633,-0.19052538348078452,9526269.174039226,nan
2007-04-12,32.861366271972656,44.96686935424805,-0.2500731017312976,12503655.08656488,nan
2007-04-13,33.16783905029297,44.5980339050293,-0.3816968386546183,19084841.932730913,nan
2007-04-16,33.616214752197266,45.243499755859375,-0.343282169834543,17164108.49172715,nan
2007-04-17,33.638912200927734,44.96686935424805,-0.40162389975953905,20081194.987976953,nan
2007-04-18,33.58783721923828,45.02833938598633,-0.3796878494711738,18984392.47355869,nan
2007-04-19,33.49702453613281,44.81319046020508,-0.40392211795570004,20196105.897785,nan
2007-04-20,34.05891418457031,44.99760818481445,-0.4774948410053669,23874742.050268345,nan
2007-04-23,33.741065979003906,44.50582504272461,-0.5113963475961646,25569817.37980823,nan
2007-04-24,33.79782485961914,44.44435501098633,-0.5344402416607446,26722012.083037227,nan
2007-04-25,34.21781539916992,44.690250396728516,-0.5683729760626839,28418648.803134196,nan
2007-04-26,34.03620910644531,44.47509002685547,-0.5749129719389156,28745648.596945778,nan
2007-04-27,34.030521392822266,44.22920227050781,-0.6217301525140264,31086507.62570132,nan
2007-04-30,34.05891418457031,43.89109802246094,-0.693163770500492,34658188.5250246,nan
2007-05-01,34.03620910644531,43.89109802246094,-0.6887383435501361,34436917.177506804,nan
2007-05-02,34.21781539916992,44.137001037597656,-0.6762063255312771,33810316.27656385,nan
2007-05-03,34.21781539916992,44.19846725463867,-0.6642259988425868,33211299.94212934,nan
2007-05-04,34.5015869140625,44.35215377807617,-0.6895807509316471,34479037.546582356,nan
2007-05-07,34.50727081298828,44.56730651855469,-0.6487533619412249,32437668.097061247,nan
2007-05-08,34.24052810668945,44.47509002685547,-0.6147366098569284,30736830.49284642,nan
2007-05-09,34.37105941772461,45.02833938598633,-0.5323450042370041,26617250.211850207,nan
2007-05-10,33.55376434326172,44.35215377807617,-0.504841481333675,25242074.06668375,nan
2007-05-11,34.28025436401367,44.690250396728516,-0.5805429001761626,29027145.008808132,nan
2007-05-14,34.10997772216797,44.56730651855469,-0.5713173125417513,28565865.627087567,nan
2007-05-15,34.354026794433594,44.19846725463867,-0.6907748429481577,34538742.14740789,nan
2007-05-16,34.39376449584961,44.29067611694336,-0.6805477347992758,34027386.73996379,nan
2007-05-17,34.22349166870117,43.92184829711914,-0.719247915035503,35962395.75177515,nan
